
GRTE_SELF_SERVICE___SEQUOIA_BVT_10_BUILD_NUMBER	16472
GRTE_SELF_SERVICE___SEQUOIA_BVT_7_BUILD_RESULT	SUCCESS
GRTE_SELF_SERVICE___SEQUOIA_BVT_8_BUILD_NUMBER	16465
GRTE_SELF_SERVICE___SEQUOIA_BVT_8_BUILD_RESULT	SUCCESS
GRTE_SELF_SERVICE___SEQUOIA_BVT_9_BUILD_NUMBER	16498
GRTE_SELF_SERVICE___SEQUOIA_BVT_9_BUILD_RESULT	SUCCESS
GRTE_SELF_SERVICE___SEQUOIA_BVT_BUILD_NAME	SEQ-LLND2-REG-MailA-1.tests
GRTE_SELF_SERVICE___SEQUOIA_BVT_BUILD_NUMBER	16496
GRTE_SELF_SERVICE___SEQUOIA_BVT_BUILD_RESULT	UNSTABLE
LAST_TRIGGERED_JOB_NAME	GRTE Self Service - Sequoia BVT
MULTIJOB_ABORTED	0
MULTIJOB_FAILED	0
MULTIJOB_SKIPPED	0
MULTIJOB_STABLE	28
MULTIJOB_SUCCESSFUL	45
MULTIJOB_UNSTABLE	17
PHASE_ABORTED	0
PHASE_FAILED	0
PHASE_RESULT	UNSTABLE
PHASE_SKIPPED	0
PHASE_STABLE	28
PHASE_SUCCESSFUL	45
PHASE_UNSTABLE	17
SELF_SERVICE_ACCEPTANCE_ABORTED	0
SELF_SERVICE_ACCEPTANCE_FAILED	0
SELF_SERVICE_ACCEPTANCE_RESULT	UNSTABLE
SELF_SERVICE_ACCEPTANCE_SKIPPED	0
SELF_SERVICE_ACCEPTANCE_STABLE	28
SELF_SERVICE_ACCEPTANCE_SUCCESSFUL	45
SELF_SERVICE_ACCEPTANCE_UNSTABLE	17
TRIGGERED_BUILD_RUN_COUNT_GRTE_SELF_SERVICE___SEQUOIA_BVT	44
TRIGGERED_JOB_NAMES	GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT,GRTE Self Service - Sequoia BVT
